Year,Month,State,Primary Mode,Etiology,Etiology Status,Water Exposure,Water Type,Animal Type
2018,4,Tennessee,Food,Cryptosporidium parvum,Confirmed,,,
2018,4,Minnesota,Person-to-person,Norovirus,Suspected,,,
2018,4,Virginia,Indeterminate/unknown,Norovirus,Suspected,,,
2018,4,Washington,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2018,4,Texas,Animal contact,Salmonella enterica,Suspected,,,Poultry
2018,4,Ohio,Food,,,,,
2018,4,Virginia,Person-to-person,Norovirus,Suspected,,,
2018,4,Washington,Food,Norovirus unknown,Suspected,,,
2018,4,Washington,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,4,Ohio,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Suspected;Confirmed,,,
2018,4,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Pennsylvania,Person-to-person,,,,,
2018,4,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Wisconsin,Person-to-person,Norovirus Genogroup I,Suspected,,,
2018,4,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Wisconsin,Food,Norovirus Genogroup I,Confirmed,,,
2018,4,New York,Water,Legionella pneumophila,Confirmed,Undetermined water,,
2018,4,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Wisconsin,Person-to-person,Norovirus Genogroup I,Suspected,,,
2018,4,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,North Carolina,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,North Carolina,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Connecticut,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Minnesota,Person-to-person,Norovirus,Suspected,,,
2018,4,Connecticut,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Michigan,Person-to-person,Norovirus,Suspected,,,
2018,4,Michigan,Person-to-person,Norovirus,Suspected,,,
2018,4,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Michigan,Person-to-person,Norovirus,Suspected,,,
2018,4,Michigan,Person-to-person,Norovirus,Suspected,,,
2018,4,Michigan,Person-to-person,Norovirus,Suspected,,,
2018,4,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Michigan,Person-to-person,Norovirus,Suspected,,,
2018,4,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Virginia,Indeterminate/unknown,Norovirus,Suspected,,,
2018,4,Virginia,Indeterminate/unknown,Norovirus,Suspected,,,
2018,4,New York,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2018,4,Ohio,Person-to-person,Norovirus,Suspected,,,
2018,4,Ohio,Food,Norovirus Genogroup II,Suspected,,,
2018,4,Ohio,Food,Clostridium perfringens,Confirmed,,,
2018,4,South Carolina,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Confirmed;Confirmed,,,
2018,4,Texas,Person-to-person,Norovirus other,Suspected,,,
2018,4,North Carolina,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,New York,Food,Campylobacter jejuni,Confirmed,,,
2018,4,Indiana,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,4,Washington,Food,Norovirus unknown,Suspected,,,
2018,4,New York,Food,,,,,
2018,4,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2018,4,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2018,4,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2018,4,Texas,Indeterminate/unknown,Salmonella enterica,Suspected,,,
2018,4,Texas,Indeterminate/unknown,Salmonella enterica,Confirmed,,,
2018,4,Ohio,Person-to-person,Norovirus,Suspected,,,
2018,4,Ohio,Person-to-person,Adenovirus,Suspected,,,
2018,4,South Carolina,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Pennsylvania,Food,Clostridium botulinum,Confirmed,,,
2018,4,Florida,Indeterminate/unknown,Salmonella enterica,Suspected,,,
2018,4,Pennsylvania,Indeterminate/unknown,Campylobacter unknown,Suspected,,,
2018,4,Minnesota,Person-to-person,Norovirus,Suspected,,,
2018,4,Pennsylvania,Person-to-person,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2018,4,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,Suspected;Confirmed,,,
2018,4,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Minnesota,Food,,,,,
2018,4,Ohio,Food,Clostridium perfringens,Suspected,,,
2018,4,Minnesota,Person-to-person,Norovirus,Suspected,,,
2018,4,South Carolina,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,New Mexico,Food,,,,,
2018,4,Tennessee,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2018,4,District of Columbia,Person-to-person,Norovirus,Suspected,,,
2018,4,Florida,Food,,,,,
2018,4,Connecticut,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Connecticut,Person-to-person,,,,,
2018,4,Pennsylvania,Food,Salmonella enterica,Confirmed,,,
2018,4,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Ohio,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,4,Pennsylvania,Person-to-person,Cryptosporidium parvum,Suspected,,,
2018,4,Texas,Food,Norovirus Genogroup II,Suspected,,,
2018,4,Virginia,Food,Staphylococcus aureus,Confirmed,,,
2018,4,Virginia,Person-to-person,,,,,
2018,4,Texas,Food,Salmonella enterica,Confirmed,,,
2018,4,Minnesota,Person-to-person,Norovirus,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Texas,Indeterminate/unknown,Norovirus Genogroup II,Suspected,,,
2018,4,Ohio,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Ohio,Person-to-person,Norovirus,Suspected,,,
2018,4,Ohio,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Suspected;Suspected,,,
2018,4,Texas,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2018,4,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Massachusetts,Person-to-person,Norovirus,Suspected,,,
2018,4,Massachusetts,Food,Norovirus,Suspected,,,
2018,4,Oregon,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2018,4,Oregon,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2018,4,Ohio,Person-to-person,Shigella sonnei,Confirmed,,,
2018,4,Texas,Food,,,,,
2018,4,Texas,Person-to-person,Shigella sonnei,Suspected,,,
2018,4,New Mexico,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,South Carolina,Indeterminate/unknown,"Escherichia coli, Shiga toxin-producing",Suspected,,,
2018,4,Ohio,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Suspected;Confirmed,,,
2018,4,Tennessee,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Suspected;Suspected,,,
2018,4,Tennessee,Person-to-person,Rotavirus;Norovirus unknown,Confirmed;Suspected,,,
2018,4,Tennessee,Food,,,,,
2018,4,Texas,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Nevada,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Minnesota,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,4,Minnesota,Food,Norovirus Genogroup I,Confirmed,,,
2018,4,Minnesota,Person-to-person,Rotavirus,Suspected,,,
2018,4,Hawaii,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2018,4,South Carolina,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Ohio,Person-to-person,Rotavirus,Confirmed,,,
2018,4,Florida,Food,,,,,
2018,4,Florida,Food,Staphylococcus aureus,Suspected,,,
2018,4,Washington,Food,Norovirus Genogroup II,Confirmed,,,
2018,4,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Wisconsin,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Suspected;Suspected,,,
2018,4,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Illinois,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Ohio,Food,,,,,
2018,4,Wisconsin,Indeterminate/unknown,Norovirus Genogroup I,Confirmed,,,
2018,4,Texas,Indeterminate/unknown,,,,,
2018,4,Iowa,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2018,4,Iowa,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,4,Iowa,Indeterminate/unknown,,,,,
2018,4,Iowa,Indeterminate/unknown,,,,,
2018,4,Iowa,Person-to-person,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2018,4,Iowa,Person-to-person,Norovirus Genogroup I,Suspected,,,
2018,4,Iowa,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,4,Iowa,Person-to-person,Norovirus Genogroup I,Suspected,,,
2018,4,Iowa,Indeterminate/unknown,,,,,
2018,4,Iowa,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2018,4,Iowa,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2018,4,Iowa,Person-to-person,,,,,
2018,4,Utah,Animal contact,Campylobacter jejuni,Confirmed,,,
2018,4,Utah,Food,Bacillus cereus,Suspected,,,
2018,4,Utah,Food,,,,,
2018,4,Utah,Food,Norovirus Genogroup I,Confirmed,,,
2018,4,Hawaii,Indeterminate/unknown,,,,,
2018,4,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Pennsylvania,Indeterminate/unknown,,,,,
2018,4,Pennsylvania,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,Suspected;Suspected,,,
2018,4,Oregon,Indeterminate/unknown,Sapovirus,Confirmed,,,
2018,4,Minnesota,Food,Norovirus,Suspected,,,
2018,4,Minnesota,Person-to-person,Rotavirus;Norovirus,Suspected;Suspected,,,
2018,4,New Hampshire,Person-to-person,,,,,
2018,4,New Hampshire,Person-to-person,,,,,
2018,4,Michigan,Person-to-person,Norovirus,Suspected,,,
2018,4,Michigan,Person-to-person,Norovirus,Suspected,,,
2018,4,Maryland,Food,Norovirus Genogroup II,Suspected,,,
2018,4,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Virginia,Person-to-person,Salmonella other,Confirmed,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Maine,Person-to-person,,,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Illinois,Person-to-person,Norovirus Genogroup I,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Massachusetts,Animal contact,"Escherichia coli, Shiga toxin-producing;Cryptosporidium unknown",Suspected;Confirmed,,,Goat
2018,4,Michigan,Food,,,,,
2018,4,South Carolina,Person-to-person,"Astrovirus;Salmonella enterica;Escherichia coli, Enteropathogenic;Shigella sonnei",Confirmed;Confirmed;Suspected;Confirmed,,,
2018,4,Texas,Food,Salmonella enterica,Confirmed,,,
2018,4,Rhode Island,Food,Norovirus Genogroup II,Suspected,,,
2018,4,Minnesota,Person-to-person,Norovirus,Suspected,,,
2018,4,Connecticut,Food,Norovirus Genogroup II,Confirmed,,,
2018,4,Connecticut,Food,Clostridium perfringens,Confirmed,,,
2018,4,Arizona,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Arizona,Person-to-person,,,,,
2018,4,Arizona,Food,Salmonella enterica,Confirmed,,,
2018,4,Tennessee,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2018,4,Florida,Food,Scombroid toxin,Confirmed,,,
2018,4,Florida,Water,Legionella pneumophila,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,4,Texas,Person-to-person,,,,,
2018,4,Hawaii,Indeterminate/unknown,,,,,
2018,4,Texas,Food,Salmonella enterica,Suspected,,,
2018,4,Texas,Food,,,,,
2018,4,Hawaii,Food,,,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Illinois,Person-to-person,Rotavirus,Confirmed,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Texas,Person-to-person,Salmonella enterica,Suspected,,,
2018,4,Colorado,Food,Norovirus Genogroup II,Confirmed,,,
2018,4,Colorado,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Texas,Food,Salmonella unknown,Suspected,,,
2018,4,Nevada,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Pennsylvania,Person-to-person,Norovirus other,Suspected,,,
2018,4,Michigan,Food,Norovirus,Suspected,,,
2018,4,Hawaii,Person-to-person,,,,,
2018,4,Florida,Food,Norovirus Genogroup II,Confirmed,,,
2018,4,Iowa,Person-to-person,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2018,4,Texas,Water,Shigella unknown,Confirmed,Undetermined water,,
2018,4,Ohio,Person-to-person,Shigella flexneri;Shigella sonnei;Shigella unknown,Confirmed;Confirmed;Suspected,,,
2018,4,Oregon,Person-to-person,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2018,4,Hawaii,Indeterminate/unknown,Salmonella enterica,Suspected,,,
2018,4,Illinois,Person-to-person,Clostridium difficile,Confirmed,,,
2018,4,Texas,Food,"Escherichia coli, Shiga toxin-producing",Suspected,,,
2018,4,Colorado,Indeterminate/unknown,Norovirus unknown,Confirmed,,,
2018,4,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Confirmed,,,
2018,4,Washington,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2018,4,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Wisconsin,Food,Salmonella enterica,Confirmed,,,
2018,4,Illinois,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Illinois,Food,Norovirus,Suspected,,,
2018,4,Illinois,Food,Bacillus cereus;Clostridium perfringens,Suspected;Suspected,,,
2018,4,Texas,Person-to-person,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2018,4,Minnesota,Person-to-person,Cryptosporidium parvum,Suspected,,,
2018,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2018,4,Kansas,Water,Legionella pneumophila,Confirmed,Undetermined water,,
2018,4,Rhode Island,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Mississippi,Person-to-person,,,,,
2018,4,Ohio,Indeterminate/unknown,Clostridium difficile,Confirmed,,,
2018,4,Arizona,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Arizona,Person-to-person,Shigella sonnei;Norovirus Genogroup II,Suspected;Suspected,,,
2018,4,Minnesota,Food,Salmonella enterica,Confirmed,,,
2018,4,Rhode Island,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2018,4,Rhode Island,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,4,Ohio,Animal contact,Salmonella enterica,Confirmed,,,Pig
2018,4,Michigan,Food,Hepatitis A,Confirmed,,,
2018,4,Texas,Person-to-person,Shigella unknown;Shigella unknown,Confirmed;Confirmed,,,
2018,4,Michigan,Food,,,,,
2018,4,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2018,4,Arizona,Person-to-person,,,,,
2018,4,Arizona,Food,Bacillus cereus,Suspected,,,
2018,4,Arizona,Food,Salmonella enterica,Confirmed,,,
2018,4,Kansas,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Kansas,Person-to-person,Norovirus Genogroup II;Clostridium difficile,Confirmed;Confirmed,,,
2018,4,Kansas,Person-to-person,"Sapovirus unknown;Escherichia coli, Shiga toxin-producing",Confirmed;Confirmed,,,
2018,4,Kentucky,Indeterminate/unknown,Norovirus unknown,Suspected,,,
2018,4,Hawaii,Indeterminate/unknown,Shigella sonnei,Confirmed,,,
2018,4,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Michigan,Water,Legionella pneumophila,Confirmed,Undetermined water,,
2018,4,West Virginia,Person-to-person,,,,,
2018,4,West Virginia,Person-to-person,,,,,
2018,4,West Virginia,Person-to-person,,,,,
2018,4,West Virginia,Food,Norovirus unknown,Suspected,,,
2018,4,Georgia,Food,,,,,
2018,4,Georgia,Food,Staphylococcus aureus,Suspected,,,
2018,4,Georgia,Food,Staphylococcus aureus,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Georgia,Person-to-person,Shigella sonnei,Confirmed,,,
2018,4,Multistate,Food,Salmonella enterica,Confirmed,,,
2018,4,Illinois,Indeterminate/unknown,Norovirus,Suspected,,,
2018,4,Illinois,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Washington,Food,,,,,
2018,4,Florida,Food,Salmonella enterica,Confirmed,,,
2018,4,Michigan,Food,,,,,
2018,4,Rhode Island,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Rhode Island,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,4,Rhode Island,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Rhode Island,Person-to-person,,,,,
2018,4,Rhode Island,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,Alabama,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2018,4,Montana,Indeterminate/unknown,Salmonella enterica,Confirmed,,,
2018,4,Rhode Island,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,4,Pennsylvania,Water,Legionella pneumophila,Confirmed,Drinking water,Community;Other,
2018,4,Florida,Food,,,,,
2018,4,Florida,Food,,,,,
2018,4,Florida,Food,Staphylococcus aureus,Suspected,,,
2018,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2018,4,Georgia,Food,Salmonella enterica;Salmonella enterica,Confirmed;Confirmed,,,
2018,4,Minnesota,Person-to-person,Salmonella enterica,Confirmed,,,
2018,4,Georgia,Food,,,,,
2018,4,Missouri,Person-to-person,Shigella sonnei,Confirmed,,,
2018,4,Michigan,Food,Salmonella enterica,Confirmed,,,
2018,4,Multistate,Animal contact,Salmonella enterica,Confirmed,,,Poultry
2018,4,Texas,Food,Campylobacter unknown,Suspected,,,
2018,4,Pennsylvania,Indeterminate/unknown,"Escherichia coli, Shiga toxin-producing",Suspected,,,
2018,4,Kansas,Indeterminate/unknown,,,,,
2018,4,Utah,Water,Legionella pneumophila,Confirmed,Drinking water,Community,
2018,4,Massachusetts,Water,Legionella pneumophila,Confirmed,Drinking water,Unknown,
2018,4,Massachusetts,Person-to-person,Salmonella enterica,Suspected,,,
2018,4,Alabama,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,4,Alabama,Person-to-person,Shigella sonnei,Confirmed,,,
2018,4,Multistate,Food,Salmonella enterica,Confirmed,,,
2018,4,Washington,Food,Vibrio parahaemolyticus,Confirmed,,,
2018,4,Washington,Food,Bacillus cereus;Clostridium perfringens,Suspected;Suspected,,,
2018,4,Washington,Food,Norovirus,Suspected,,,
2018,4,North Carolina,Person-to-person,Norovirus unknown,Suspected,,,
2018,4,South Carolina,Water,Legionella pneumophila,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,4,Illinois,Food,Norovirus,Suspected,,,
2018,4,New York,Food,Campylobacter jejuni,Suspected,,,
2018,4,Mississippi,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,4,Washington,Person-to-person,Norovirus,Suspected,,,
2018,4,Colorado,Person-to-person,Norovirus,Suspected,,,
2018,4,Texas,Person-to-person,Salmonella,Suspected,,,
2018,4,Michigan,Food,,,,,
2018,4,Pennsylvania,Animal contact,"Escherichia coli, Shiga toxin-producing",Confirmed,,,Pig;Poultry
2018,4,California,Food,Rotavirus,Confirmed,,,
2018,4,California,Food,Norovirus unknown,Suspected,,,
2018,4,California,Food,Norovirus unknown,Suspected,,,
2018,4,California,Food,Norovirus unknown,Suspected,,,
2018,4,Connecticut,Person-to-person,,,,,
2018,4,Alabama,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2018,4,Alabama,Person-to-person,,,,,
2018,4,Mississippi,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,4,Multistate,Food,Salmonella enterica,Confirmed,,,
2018,4,North Carolina,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,California,Food,Norovirus unknown,Suspected,,,
2018,4,California,Food,Bacillus cereus,Suspected,,,
2018,4,California,Food,Campylobacter jejuni,Confirmed,,,
2018,4,California,Food,"Escherichia coli, Shiga toxin-producing",Suspected,,,
2018,4,Multistate,Food,Vibrio parahaemolyticus,Confirmed,,,
2018,4,Louisiana,Indeterminate/unknown,Clostridium difficile,Suspected,,,
2018,4,Louisiana,Person-to-person,Norovirus unknown,Confirmed,,,
2018,4,Maryland,Food,Ciguatoxin,Confirmed,,,
2018,4,Washington,Food,Clostridium perfringens,Suspected,,,
2018,4,Illinois,Food,Norovirus Genogroup II,Suspected,,,
2018,4,Multistate,Food,Salmonella enterica,Confirmed,,,
2018,4,Virginia,Food,Clostridium perfringens,Confirmed,,,
2018,4,California,Food,Salmonella enterica,Confirmed,,,
2018,4,Delaware,Food,Norovirus Genogroup II,Confirmed,,,
2018,4,Illinois,Food,Salmonella enterica,Confirmed,,,
2018,5,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2018,5,Puerto Rico,Food,,,,,
2018,5,Multistate,Food,Salmonella enterica,Confirmed,,,
2018,5,Idaho,Water,Other - Chemical/Toxin,Suspected,Other/Environmental water,,
2018,5,Georgia,Water,Legionella,Confirmed,Undetermined water,,
2018,5,Missouri,Person-to-person,,,,,
2018,5,New York,Food,Vibrio parahaemolyticus,Confirmed,,,
2018,5,California,Food,Cyclospora cayetanensis,Confirmed,,,
2018,5,Maine,Indeterminate/unknown,,,,,
2018,5,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,5,Maine,Person-to-person,Norovirus Genogroup II,Suspected,,,
2018,5,Indiana,Person-to-person,,,,,
2018,5,Indiana,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2018,5,Massachusetts,Food,Vibrio parahaemolyticus,Confirmed,,,
2018,5,South Dakota,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2018,5,Illinois,Food,Staphylococcus aureus,Suspected,,,
2018,5,Multistate,Food,Cyclospora cayetanensis,Confirmed,,,
2018,5,Washington,Person-to-person,,,,,
2018,5,Louisiana,Food,Norovirus unknown,Confirmed,,,
2018,5,Louisiana,Person-to-person,,,,,
2018,5,California,Food,Staphylococcus aureus,Confirmed,,,
2018,5,California,Food,Norovirus unknown,Suspected,,,
2018,5,California,Food,,,,,
2018,5,California,Food,,,,,
2018,5,California,Food,Scombroid toxin,Confirmed,,,
2018,5,California,Food,Bacillus cereus,Suspected,,,
2018,5,California,Food,Clostridium perfringens,Suspected,,,
2018,5,Alabama,Indeterminate/unknown,"Escherichia coli, Enteropathogenic;Norovirus Genogroup II",Suspected;Confirmed,,,
2018,5,Alabama,Person-to-person,Norovirus unknown,Confirmed,,,
2018,5,Alabama,Indeterminate/unknown,,,,,
2018,5,California,Food,Cyclospora cayetanensis,Confirmed,,,
2018,5,California,Food,Norovirus unknown,Suspected,,,
2018,5,California,Food,Bacillus cereus,Confirmed,,,
2018,5,California,Food,Bacillus cereus,Suspected,,,
2018,5,California,Food,Scombroid toxin,Confirmed,,,
2018,5,California,Food,Other - Bacterium,Suspected,,,
2018,5,California,Food,Staphylococcus aureus,Suspected,,,
2018,5,Multistate,Food,Salmonella enterica,Confirmed,,,
2018,5,Illinois,Food,Cyclospora cayetanensis,Confirmed,,,
2018,5,Illinois,Person-to-person,Norovirus unknown,Suspected,,,
2018,5,Multistate,Food,Cyclospora cayetanensis;Cyclospora cayetanensis,Confirmed;Confirmed,,,
2018,5,North Carolina,Person-to-person,Norovirus unknown,Suspected,,,
2018,5,North Carolina,Person-to-person,Norovirus unknown,Suspected,,,
2018,5,Pennsylvania,Water,Legionella pneumophila,Confirmed,Undetermined water,,
2018,5,Texas,Food,,,,,
2018,5,New York,Food,,,,,
2018,5,Missouri,Person-to-person,"Escherichia coli, Enteropathogenic;Norovirus Genogroup I",Suspected;Suspected,,,
2018,5,Missouri,Person-to-person,,,,,
2018,5,Missouri,Person-to-person,Norovirus unknown,Confirmed,,,
2018,5,Washington,Food,Norovirus,Suspected,,,
2018,5,Washington,Food,Norovirus,Suspected,,,
2018,5,Colorado,Food,,,,,
2018,5,Michigan,Water,Legionella pneumophila,Confirmed,Other/Environmental water,,
2018,5,Multistate,Food,Salmonella enterica,Confirmed,,,
2018,5,Multistate,Food,Salmonella enterica,Confirmed,,,
2018,5,Multistate,Food,Salmonella enterica,Confirmed,,,
2018,5,Wisconsin,Water,Chlorine Gas,Suspected,Recreational water -- treated,Pool - Other Swimming Pool,
2018,5,New Hampshire,Animal contact,Cryptosporidium unknown,Suspected,,,Cattle
2018,5,Hawaii,Water,Legionella pneumophila;Legionella pneumophila,Confirmed;Confirmed,Undetermined water,,
2018,5,Missouri,Indeterminate/unknown,Norovirus unknown,Suspected,,,
2018,5,Georgia,Food,,,,,
2018,5,Nevada,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2018,5,Nevada,Person-to-person,,,,,
2018,5,Kentucky,Food,Salmonella enterica,Confirmed,,,
2018,5,Texas,Food,Cyclospora cayetanensis,Confirmed,,,
2018,5,Pennsylvania,Food,Norovirus Genogroup II,Suspected,,,
2018,5,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2018,5,Florida,Food,Staphylococcus aureus,Suspected,,,
2018,5,Florida,Food,Salmonella unknown,Suspected,,,
2018,5,Florida,Water,Legionella pneumophila,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,5,Colorado,Indeterminate/unknown,Norovirus unknown,Suspected,,,
2018,5,Colorado,Person-to-person,Norovirus unknown,Suspected,,,
2018,5,Pennsylvania,Animal contact,Salmonella enterica,Confirmed,,,Turtle
2018,5,Illinois,Water,Legionella pneumophila,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2018,5,Connecticut,Person-to-person,,,,,
2018,5,Utah,Person-to-person,Norovirus unknown,Suspected,,,
2018,5,Colorado,Indeterminate/unknown,Norovirus unknown,Suspected,,,
2018,5,Colorado,Food,,,,,
2018,5,Colorado,Indeterminate/unknown,Norovirus unknown,Suspected,,,
2018,5,Michigan,Food,,,,,
2018,5,Kansas,Food,Salmonella enterica,Confirmed,,,
